	genotypesgApc_names	genotypesgApc_logfoldchanges	genotypesgApc_pvals_adj	genotypesgApc_percent_expressed	genotypesgLkb1_names	genotypesgLkb1_logfoldchanges	genotypesgLkb1_pvals_adj	genotypesgLkb1_percent_expressed	genotypesgNT_names	genotypesgNT_logfoldchanges	genotypesgNT_pvals_adj	genotypesgNT_percent_expressed
3686	Frat2	-0.21432193	0.06733030972166712	0.2614458	1600002K03Rik	0.62928134	3.8426076040223285e-16	0.27325013	Nop16	-0.46816275	3.9913193198559797e-13	0.20613542
3687	Srrd	-0.4833746	0.06731489871346528	0.042168673	Ftsj1	0.8216977	3.8246136956508137e-16	0.15271659	Lsm10	-0.6802994	3.920273194043822e-13	0.09427609
3688	Atg13	-0.3861937	0.06712445066164661	0.07349397	Ptgs2	0.619497	3.8239987151206347e-16	0.25777045	Zpr1	-0.4957196	3.850562260796141e-13	0.18780397
3689	Slc22a23	-0.42559862	0.06695997421290943	0.05421687	Cdk2ap1	0.51542586	4.024822496054113e-16	0.3794053	Aifm1	-0.54222727	3.772323665442036e-13	0.15301159
3690	Nt5c	-0.16896006	0.06681330225177497	0.40722892	Gm9803	0.8700015	3.993444041997924e-16	0.15712188	Dgcr14	-0.83805513	3.6691172124809114e-13	0.059483726
3691	Tiprl	-0.2028671	0.06677515462716242	0.2686747	Dtnbp1	0.52895856	4.186000977160369e-16	0.34293932	Naa20	-0.43634027	3.730293561491746e-13	0.23643845
3692	Pym1	-0.3413395	0.06675753131914103	0.090361446	Cdc14a	0.9573198	4.1273944867711796e-16	0.12818159	Lsm7	-0.37681055	3.668639583897429e-13	0.32959223
3693	Zfp330	-0.23446175	0.06656335173096722	0.19759037	Jarid2	0.72636026	4.209423281393701e-16	0.21071953	Pum3	-0.47565174	3.5343982403803873e-13	0.20127198
3694	Arid5b	-0.2047928	0.06644993605892868	0.27951807	Dnlz	0.4541373	4.338184758054546e-16	0.4430984	Hipk1	-0.52562886	3.3714248129692673e-13	0.1661055
3695	Eif2b3	-0.33372098	0.06633539991357361	0.09277108	1300002E11Rik	0.72438854	4.3279818007268804e-16	0.20772149	Tomm7	-0.25919756	3.395284785347199e-13	0.66891134
3696	Eif4g1	-0.15319708	0.0662767874448001	0.4759036	Marveld2	0.7748897	4.3840106263405167e-16	0.18080029	Mga	-0.617992	3.261171116590347e-13	0.11896745
3697	Pcnp	-0.15690054	0.06606346350067037	0.45421687	Chpf	0.6628191	4.500911456128186e-16	0.2298091	Prrc1	-0.62448823	3.2385268537941927e-13	0.11335578
3698	Zfp219	-0.32650065	0.06603011632110455	0.09638554	5031425E22Rik	0.55296963	4.542992706562299e-16	0.32409447	Mapk9	-0.72549725	3.1888281858952354e-13	0.08342686
3699	Tmem70	-0.26115012	0.0653782178738083	0.16144578	Arfip2	0.5049927	4.66599212557744e-16	0.38393295	Pcm1	-0.56752825	3.1553338265889614e-13	0.1466517
3700	Bod1l	-0.20552224	0.06509715688728264	0.26626506	Wasl	0.346235	4.798579604788811e-16	0.6863069	Cpne8	-0.5454373	3.1584704575077504e-13	0.15375982
3701	Sav1	-0.29779348	0.06501805965208357	0.12289157	Tmem131	0.70229614	4.876799276764471e-16	0.22234459	Tet3	-0.5907216	3.1224491283004213e-13	0.12944257
3702	Lamtor2	-0.13042067	0.06493378413734127	0.613253	Atp13a2	0.8258148	4.857088007758236e-16	0.16011992	Mllt6	-0.81137115	3.045858364539909e-13	0.061354283
3703	Mrps16	-0.20445594	0.06465068314638471	0.27349398	Spc24	0.80812836	4.879707494004733e-16	0.1562653	Tmem51	-0.6192785	3.096544666384377e-13	0.112233445
3704	Yeats4	-0.24461688	0.06460305507989794	0.18554217	Zfp266	0.7545347	4.991451642222645e-16	0.18502203	Rhog	-0.6220941	3.009294270244639e-13	0.114104
3705	Pno1	-0.25133193	0.06455675061802975	0.17228916	Nubp2	0.50728804	5.265772516592718e-16	0.3714513	Igsf5	-0.6226944	2.987955842485994e-13	0.11447811
3706	Xpnpep1	-0.2003079	0.0645333059360418	0.2819277	Tomm34	0.54475605	5.421548881841563e-16	0.3382281	Nsmce4a	-0.43440288	2.984984393717701e-13	0.24279836
3707	Ccdc43	-0.3023092	0.06452198161787433	0.12048193	Eri1	0.5808263	5.650273648132069e-16	0.30316937	Fkbp3	-0.40128413	2.831270699318921e-13	0.28320238
3708	Pfkfb4	-0.47177345	0.0644618181758745	0.045783132	Dnal4	0.64343834	5.628976786991932e-16	0.25465003	Nrbf2	-0.64150673	2.7571953418732436e-13	0.11036289
3709	Tnfrsf10b	-0.40098375	0.06411866768455644	0.063855425	Tlk1	0.5901573	5.787114060254273e-16	0.29772395	Stx16	-0.76814795	2.7356609890169623e-13	0.0684624
3710	Slc37a3	-0.37195644	0.06399168751577808	0.07951807	Slc39a7	0.36988148	5.995854236165515e-16	0.6120289	Fam69a	-0.8116252	2.691786449562539e-13	0.060606062
3711	Rnaseh2a	-0.25003427	0.06371699082247186	0.17831326	Pcgf3	0.6153981	6.019306025517712e-16	0.2880568	Ash2l	-0.47156167	2.691786449562539e-13	0.21137299
3712	Gspt1	-0.17698592	0.06322574096049943	0.3554217	Amer1	0.8491114	5.974885915736486e-16	0.14023495	Foxo3	-0.56145746	2.657909858615359e-13	0.15076692
3713	Fundc2	-0.17464519	0.06312286309246144	0.3819277	Nsmce2	0.47193632	6.238153613147959e-16	0.43428782	Dtx2	-0.75779617	2.6437643970290066e-13	0.07332585
3714	Mrps22	-0.28583038	0.06308374328594646	0.1373494	Fam210b	0.7158839	6.36969125403082e-16	0.2155531	Tonsl	-0.32973427	2.694928145936724e-13	0.4392069
3715	Gpatch8	-0.29050374	0.06307101999146689	0.1313253	Itgb4	0.56595266	6.402122007539566e-16	0.32268724	Aar2	-0.8959878	2.5982359929519825e-13	0.05274972
3716	Dnajc17	-0.496333	0.06286442720738812	0.042168673	Btrc	0.8306996	6.273705440043457e-16	0.14702643	Icmt	-0.82436293	2.5663616652733653e-13	0.059109613
3717	Cdc34	-0.19382955	0.06260432118588949	0.3048193	Ate1	0.7673814	6.478583559659202e-16	0.18392071	Grk6	-0.72505057	2.495380838661209e-13	0.080059856
3718	Rbm39	-0.11016374	0.0625145824921469	0.786747	Prrc1	0.60167426	6.660999313732065e-16	0.28016397	Cdk18	-0.68861175	2.5004592839351286e-13	0.09165731
3719	Dbnl	-0.2299832	0.0625145824921469	0.21686748	Phf5a	0.3616642	7.037613834066129e-16	0.62524474	Nxt1	-0.5385528	2.4574071309671825e-13	0.15525627
3720	Mtpap	-0.37338993	0.06245162347918848	0.0746988	Zfp664	0.44735312	7.034338355882165e-16	0.47766766	Tor1b	-0.65438604	2.3971094480518816e-13	0.10699589
3721	Tor3a	-0.39498314	0.06210989659000417	0.06746988	Hnrnpl	0.35854417	7.166533996420301e-16	0.6527166	Tomm34	-0.56518185	2.4026277309410985e-13	0.14552937
3722	Fam122a	-0.42809817	0.06210551453178186	0.059036143	Exoc3	0.6286713	7.105937171759936e-16	0.26015663	Rabggta	-0.6902386	2.353981102544367e-13	0.09053498
3723	Mthfs	-0.30329204	0.06203306638342432	0.12289157	Cdk2	0.7074653	7.060133341655408e-16	0.19903329	Cpt2	-0.7925901	2.287713473560387e-13	0.066591844
3724	Bpnt1	-0.24268152	0.06196584946653138	0.19397591	Wipi2	0.40140763	7.397387310742241e-16	0.5546378	Gigyf2	-0.76603526	2.237598477344063e-13	0.073699966
3725	Limd1	-0.28109902	0.06182134483456769	0.14216867	Hist1h4i	0.8464425	7.147393042422753e-16	0.14616984	Nif3l1	-0.78994167	2.2263259013357168e-13	0.069584735
3726	Limk2	-0.3497409	0.06182134483456769	0.08795181	Ddx10	0.560706	7.426464014632997e-16	0.3046378	Nup93	-0.7095486	2.1587082728024994e-13	0.086419754
3727	Enc1	-0.40638208	0.06124320397666203	0.06626506	Rps18-ps3	0.43355218	7.604696325249266e-16	0.47644395	Paxbp1	-0.7183513	2.1181200392546491e-13	0.08305275
3728	Rcc1	-0.38673595	0.0610502933138789	0.0686747	Cdkl2	0.91059864	7.434906399627119e-16	0.12928292	Lypla2	-0.5177706	2.1328662633259712e-13	0.17396185
3729	Nrbp1	-0.19125612	0.06102279848116631	0.32289156	Smc5	0.76893795	7.67794748034804e-16	0.17596671	Tmem127	-0.824849	2.0956778075521058e-13	0.061354283
3730	Ckmt1	-0.26031595	0.06102279848116631	0.17831326	Fbln2	0.389172	7.902631302213266e-16	0.54839694	Frmd8	-0.59566474	2.0960028682991615e-13	0.12944257
3731	Rfc4	-0.41226774	0.06074604481798688	0.060240965	Zbtb44	0.7193979	8.096815611114881e-16	0.20031816	Ahsa1	-0.40740946	2.0660838922078303e-13	0.28395063
3732	Mtss1	-0.32242694	0.060568346207696244	0.104819275	Med6	0.615672	8.342059171806148e-16	0.2788791	Dnal4	-0.66376966	2.033780528785248e-13	0.10213243
3733	Surf1	-0.23074162	0.060495760261991174	0.22168675	Plekhb2	0.41088763	8.487932370248255e-16	0.53940284	Gale	-0.51579833	2.0425459891371472e-13	0.16872428
3734	Plpp6	-0.46271506	0.060436461313617955	0.044578314	Mapkapk3	0.7227871	8.579960040725758e-16	0.20001224	Bcorl1	-0.8865624	1.9905628271966136e-13	0.052001495
3735	Mfap1b	-0.28926528	0.06040521991499656	0.13975903	Denr	0.3133347	9.025595872676926e-16	0.755629	Shkbp1	-0.6044284	2.033780528785248e-13	0.124205016
3736	Golph3l	-0.3853266	0.060257203369455475	0.071084335	Uggt1	0.6725581	8.814003574821158e-16	0.22772883	Osbpl2	-0.7729542	1.9936641455955312e-13	0.07594463
3737	Shkbp1	-0.27696964	0.060249068722143743	0.14819278	Ldlrap1	0.5634809	8.964507244213128e-16	0.32372737	Rab3a	-0.8026399	1.9545098751799174e-13	0.06734007
3738	Rbm14	-0.2743715	0.060184998269526925	0.1493976	Ago1	0.9003641	9.188665675582204e-16	0.13901126	Dnajc24	-0.60301375	1.9621793404114572e-13	0.12345679
3739	Vapa	-0.12612279	0.0601682126973868	0.6807229	Rabif	0.5999485	9.34602955009114e-16	0.28279492	Bdp1	-0.6178633	1.9289809230882787e-13	0.12158623
3740	Pycrl	-0.29090855	0.06005629871310096	0.13614458	Zcchc14	0.71292686	9.638564966090249e-16	0.20117474	Mthfsl	-0.5120221	1.9140227950377599e-13	0.18181819
3741	Smox	-0.18643133	0.05976075966020585	0.38072288	Ddb1	0.3593866	1.0052474586046165e-15	0.6311185	Sf1	-0.42618874	1.9105251471813675e-13	0.26898617
3742	Pcnxl3	-0.41348356	0.059651290384109476	0.061445784	Tbc1d15	0.5053118	9.900856631181617e-16	0.3669848	Ect2	-0.85555583	1.78776332471484e-13	0.05574261
3743	Rcc2	-0.22101901	0.059510436121074685	0.23373494	Eif3b	0.34198272	1.0173588638750396e-15	0.65920216	Mlx	-0.5612669	1.8040485118543804e-13	0.14478114
3744	Ccdc22	-0.40350074	0.05919609492453475	0.06626506	Atp6v0b	0.2660637	1.0345634944282436e-15	0.8844224	March5	-0.37255824	1.7498548705447904e-13	0.33744857
3745	Tcf12	-0.24657737	0.0590123623717655	0.20240964	Abcf2	0.48859334	1.0373736578641012e-15	0.3920093	Mrpl44	-0.58625805	1.7157454030131128e-13	0.13542835
3746	Dhcr7	-0.47368956	0.05867192430037291	0.045783132	Tmprss4	0.59354347	1.0386440130243424e-15	0.28689426	Fcmr	-0.88532305	1.6723924926932265e-13	0.046763934
3747	Taf1	-0.36852658	0.05850028807780369	0.08072289	Wwc1	0.57830584	1.093006651710465e-15	0.30194566	Ndufv2	-0.33190235	1.6988523145569312e-13	0.42237186
3748	Tex10	-0.34223264	0.05841043303836237	0.091566265	Enpp4	0.7367052	1.098620578420236e-15	0.16207783	Ubxn6	-0.41569856	1.683945148658733e-13	0.28469884
3749	Palld	-0.2553109	0.058281171248182925	0.17831326	Rpf1	0.48146152	1.13498366633237e-15	0.39568037	Acad8	-0.71761465	1.5652036502256415e-13	0.089412645
3750	Ywhab	-0.14068928	0.05795048503861777	0.56987953	Pdcd5	0.31126872	1.184626459113653e-15	0.7615639	Calcoco1	-0.7574992	1.4942983053320542e-13	0.07444818
3751	Tatdn2	-0.39535913	0.057869646393982385	0.071084335	Prcc	0.6701081	1.16386918863737e-15	0.22479197	Stau1	-0.588099	1.4455213126212616e-13	0.13505425
3752	Mrpl21	-0.16113089	0.057779936099668354	0.44457832	Proser2	0.48540643	1.2085880765601388e-15	0.4046745	Afg3l2	-0.58440775	1.435271651732968e-13	0.13804714
3753	Plrg1	-0.32762575	0.0577039548131818	0.104819275	Ciz1	0.6719203	1.2075331528558801e-15	0.22454724	Ppm1g	-0.3854168	1.3838737487634122e-13	0.3258511
3754	Spata2	-0.43315265	0.057658082319849265	0.056626506	Lsm8	0.33820203	1.2396172109531218e-15	0.6672173	Atp11a	-0.76074505	1.2937623660037537e-13	0.0781893
3755	Eno1b	-0.43760857	0.05750705363051177	0.055421688	Lyplal1	0.9334091	1.2652741901390044e-15	0.12028879	Agfg2	-0.7507414	1.28257994793788e-13	0.07968575
3756	Mboat2	-0.46985492	0.05724689463460745	0.04819277	Thoc6	0.6565006	1.2974054162479156e-15	0.23672296	Elf3	-0.32406038	1.2737830286038976e-13	0.5252525
3757	Ldlrap1	-0.2775316	0.05708089086772702	0.15060242	2010107G23Rik	0.789806	1.316551901537216e-15	0.18422663	Nup37	-0.7307538	1.2361360432410586e-13	0.08417509
3758	Hypk	-0.1581903	0.057046142757004877	0.4626506	Ptgfrn	0.63406664	1.3196466018339187e-15	0.25783163	Cxcl16	-0.36806792	1.251561963319126e-13	0.3681257
3759	Sel1l3	-0.40613678	0.05679496683038483	0.06506024	Arntl2	0.9165771	1.294879145021977e-15	0.121573664	Cklf	-0.7979664	1.2282708169042172e-13	0.06734007
3760	Ccdc124	-0.17245437	0.05643651587095222	0.40120482	Gapvd1	0.54340225	1.354605601741667e-15	0.3283162	9030624J02Rik	-0.698271	1.229852421339104e-13	0.098391324
3761	Rps15	-0.075844884	0.05639663209408012	0.97951806	Capza1	0.41594106	1.3775942389678388e-15	0.5110132	Whsc1	-0.6644064	1.2095984292399138e-13	0.10400299
3762	Uba1	-0.17025928	0.0563842612140171	0.41686746	Prkab1	0.43899158	1.3795992204266555e-15	0.49137297	Tlcd2	-0.6043906	1.1961945999949803e-13	0.12196034
3763	Gtf2h1	-0.28435567	0.056379605388859326	0.14457831	Sipa1l1	0.8376085	1.3381913777497294e-15	0.1396231	Paox	-0.6322415	1.1946868575498696e-13	0.11148522
3764	C130074G19Rik	-0.3350612	0.05630847984023843	0.10361446	Cdk9	0.40571836	1.3849797564767112e-15	0.52747184	Raf1	-0.47413084	1.192892319862855e-13	0.21399178
3765	Spopl	-0.39622134	0.05629088077507006	0.06746988	Zmiz2	0.8320752	1.4276331825380354e-15	0.16525942	Tmem242	-0.6326308	1.1591281318036092e-13	0.11934157
3766	Hes6	-0.20042638	0.05622716998081274	0.30120483	Vcan	0.9014322	1.4223123437904185e-15	0.13717572	Snx12	-0.5623988	1.1590217143921737e-13	0.15151516
3767	Rnf141	-0.40767145	0.05617736189157187	0.06506024	Arfgap2	0.5488077	1.4874202878721561e-15	0.30983847	Csnk1g2	-0.48877236	1.145728239256499e-13	0.19940142
3768	Phf21a	-0.33161673	0.056079280771673075	0.10361446	Ube2z	0.4825373	1.5247036522219203e-15	0.40455213	Drg2	-0.54880494	1.1291222575207703e-13	0.16011971
3769	Josd1	-0.3785377	0.056060338385019795	0.078313254	Hpse	0.8500395	1.472618350568358e-15	0.1242046	Dnajc11	-0.6214286	1.1240354330074431e-13	0.123082675
3770	Pmpca	-0.25049376	0.0559434317876233	0.19036144	Nde1	0.61844265	1.5006964587551268e-15	0.23207293	Psmb8	-0.7353297	1.0623461879617614e-13	0.089038536
3771	Ripk1	-0.29562485	0.055797382700861965	0.13493976	Trnt1	0.53354996	1.524359657253518e-15	0.32293198	Rprd1a	-0.7925868	1.0572278736774306e-13	0.0684624
3772	Arpc1a	-0.14456931	0.05569711479152378	0.5674699	Gabpb1	0.6397669	1.5207741382567694e-15	0.23617229	Mgat1	-0.5862559	1.018039151628596e-13	0.13729891
3773	Rpl41	-0.05807259	0.05568628215404904	0.99759036	Slc35e4	0.42178538	1.5519301574299554e-15	0.49663484	Snap29	-0.8857991	1.0011425572822454e-13	0.053872053
3774	Pinx1	-0.37655634	0.05562843893998009	0.07349397	DHRSX	0.5452602	1.55213085123249e-15	0.33810574	Git1	-0.72654814	1.0013807282828827e-13	0.08305275
3775	Rnf5	-0.19332543	0.05549222077590726	0.31686747	Cnot10	0.7164708	1.5801540096136383e-15	0.19823788	Mterf4	-0.9374224	9.798340572416207e-14	0.049008604
3776	Uba6	-0.32018986	0.055253183719323855	0.11325301	Sumf2	0.74905586	1.6003151314043444e-15	0.18110621	Ccm2	-0.50654775	9.908343414524133e-14	0.18855219
3777	Cops7b	-0.44236818	0.055221967357258706	0.055421688	Ap3b1	0.55215865	1.6398166912580234e-15	0.31620166	Homer1	-0.8252741	9.442836953339536e-14	0.06285073
3778	Ankrd9	-0.37825614	0.055072643224182996	0.078313254	Dctn4	0.57464916	1.6428264225485678e-15	0.29515418	Ece2	-0.77306616	9.470691345369188e-14	0.07295174
3779	Stc1	-0.27469352	0.055044539342154655	0.17108434	Hnrnpul1	0.4968702	1.6561180475611647e-15	0.37873226	Snrpc	-0.34034532	9.668292689993539e-14	0.41563785
3780	Rprd1b	-0.41025165	0.054992276890417774	0.0686747	Epc2	0.55023706	1.6880950477311635e-15	0.30989966	Zc3h11a	-0.7018814	9.415658910166792e-14	0.09502432
3781	Arfgap2	-0.28640676	0.05497566120690041	0.14578313	P3h1	0.9178477	1.6531548294598833e-15	0.11545521	Gadd45b	-0.47065702	9.372819445332131e-14	0.22633745
3782	Pxmp4	-0.4502954	0.05478523686552604	0.05060241	Creg1	0.5877726	1.7211418598605563e-15	0.2712922	Tec	-0.9802791	9.124511490878093e-14	0.035540592
3783	Fgfr1op	-0.3330567	0.05478523686552604	0.106024094	Socs7	0.8612774	1.7132079559040972e-15	0.13858296	Ankrd54	-0.6049413	9.191022113425523e-14	0.13093902
3784	Msto1	-0.3797622	0.054778646350127476	0.078313254	Ifnar1	0.76001173	1.7389154546978159e-15	0.17743514	Gid4	-0.80746067	8.913486836973846e-14	0.06546951
3785	Arhgap11a	-0.47561353	0.054706139579708435	0.043373495	Tec	0.9233709	1.7303397816616042e-15	0.12695791	Angel2	-0.68207496	8.898945849229562e-14	0.09951366
3786	Nsun4	-0.48717332	0.054706139579708435	0.045783132	Rfc3	0.5436985	1.805506904178943e-15	0.32109642	Polr2g	-0.36183202	9.073092632657113e-14	0.3782267
3787	Nhlrc3	-0.4820557	0.05465795637812914	0.044578314	Ccna2	0.74256796	1.7673999575758432e-15	0.16476995	Cnot10	-0.75928646	8.66848226033113e-14	0.07893752
3788	Baz2a	-0.27817482	0.05416916011399648	0.14819278	Alkbh5	0.36902064	1.8910623601934224e-15	0.61013216	Pbdc1	-0.47640818	8.751427448127815e-14	0.21137299
3789	Sgms2	-0.2149938	0.053796816176667095	0.27228916	Nhp2	0.27484986	1.925650997304411e-15	0.8338228	Sumf2	-0.79823494	8.422952162466722e-14	0.06734007
3790	Herpud2	-0.35354784	0.053332030540509806	0.08915663	Stx5a	0.38881394	1.9464711092406457e-15	0.5691997	Sirt1	-0.98457927	8.21917521058247e-14	0.041152265
3791	Wash1	-0.26668197	0.05301930175150232	0.16746987	Unc13d	0.82616687	1.9285126908848725e-15	0.1633627	Hpse	-0.88489026	7.805603474629886e-14	0.053872053
3792	Ccar2	-0.48750392	0.053008878402121616	0.044578314	Acot7	0.37985495	2.0756068223035985e-15	0.5561674	Traf3ip2	-0.8435164	7.261573123790191e-14	0.058361392
3793	Atg12	-0.26749337	0.052798215871321386	0.16746987	Cry1	0.70836335	2.101876624510077e-15	0.2045399	Anln	-0.9410093	6.730657351301356e-14	0.04339693
3794	Rpl29	-0.087306745	0.05274304515810505	0.9445783	Snap29	0.8462719	2.1323460646317277e-15	0.1396231	Mrps30	-0.5102453	6.574324421342169e-14	0.17994763
3795	Daxx	-0.33743376	0.052444143038443275	0.10361446	Fam101b	0.721519	2.2023056459796533e-15	0.20692609	Dph3	-0.3983137	6.620013971757073e-14	0.31126076
3796	Ccnd3	-0.21621756	0.05242361338337373	0.2626506	Reep3	0.3772671	2.308789395426595e-15	0.59826237	Rnf217	-0.71960765	6.327411373868017e-14	0.089038536
3797	Irf3	-0.25299367	0.05231964908889587	0.18915662	Uchl3	0.34331593	2.3660055300277166e-15	0.6491679	Haus7	-0.783564	6.171216316080144e-14	0.074074075
3798	Fubp3	-0.24942134	0.05223976622684796	0.19518073	Atxn10	0.31478924	2.3904588739651202e-15	0.74669605	Plin3	-0.4572153	6.29355506598175e-14	0.2379349
3799	Gm10094	-0.30665433	0.051934672725830425	0.12891567	Vps54	0.8806552	2.313277711627995e-15	0.13570729	Tpd52l2	-0.36879104	6.301257969292045e-14	0.37037036
3800	Bcorl1	-0.46394378	0.05189881177912276	0.04819277	Rpl37a	0.14141726	2.4092734368166133e-15	0.9992046	AU022252	-0.82495064	6.132082187901991e-14	0.065095395
3801	Cyp4f16	-0.36806488	0.05187347980818135	0.08554217	Evi5	0.4397356	2.4049761549868408e-15	0.4418135	Pelp1	-0.8402392	6.046154655624101e-14	0.060606062
3802	Pigr	-0.42117208	0.051860911650262194	0.06987952	Stradb	0.9560251	2.3599110150541134e-15	0.11845326	Basp1	-0.27546272	6.078779955856351e-14	0.7295174
3803	Sec23a	-0.34749612	0.05176151214420529	0.09518072	Slc25a37	0.5861197	2.439554148470534e-15	0.28573176	Ssrp1	-0.37149823	6.013427131950027e-14	0.35203892
3804	Vps50	-0.3850005	0.05175268936096395	0.07951807	Kpnb1	0.48678228	2.5355804000738e-15	0.39531326	Uimc1	-0.8007681	5.752903926254058e-14	0.069210626
3805	Cnih4	-0.15232253	0.05171329746623837	0.5228916	Cnot11	0.69031787	2.592909789975998e-15	0.20484582	Shoc2	-0.58033633	5.833182237267083e-14	0.13842125
3806	Cdc42bpb	-0.38097993	0.05171329746623837	0.084337346	Dtx2	0.7175212	2.6842309848917226e-15	0.19909447	Nom1	-0.6114866	5.68422136068852e-14	0.12570146
3807	Zc2hc1a	-0.32246655	0.05163480550775329	0.11325301	Tmem120a	0.4705263	2.755633288430741e-15	0.40816203	Muc4	-0.7989092	5.568131498823631e-14	0.07033296
3808	4833420G17Rik	-0.35104248	0.05163480550775329	0.0939759	Impa1	0.44148386	2.8074956057561164e-15	0.46585903	Nucb2	-0.585299	5.574700241852992e-14	0.14552937
3809	Ldb1	-0.3472704	0.05154054328559966	0.097590365	Nudt19	0.5083707	2.7895059294820984e-15	0.34079784	Cdc23	-0.973329	5.4941370189236577e-14	0.04526749
3810	Nubp2	-0.26403484	0.05150165210814084	0.17590362	Kcnn4	0.36752838	2.871572234642109e-15	0.6242046	Rabac1	-0.29272386	5.6384069285455606e-14	0.5985784
3811	Mettl2	-0.43400463	0.05150165210814084	0.056626506	Lppos	0.6595243	2.8601152720802582e-15	0.23623347	Eif3b	-0.36927494	5.572543498835861e-14	0.35727647
3812	Hgs	-0.23743106	0.051447714289821915	0.22168675	Ppcdc	0.882974	2.8527700961824224e-15	0.13301517	Smndc1	-0.5103667	5.5203309533669904e-14	0.18817808
3813	Apeh	-0.32904834	0.05140647592065597	0.10963856	Utp18	0.5739054	3.043260522894174e-15	0.2855482	Gtf2f1	-0.5238729	5.375002521736477e-14	0.1795735
3814	Taf2	-0.41478392	0.05119356829991049	0.06626506	Tmem127	0.7643301	3.1566252290033636e-15	0.1788424	Napg	-0.734286	5.306501288045586e-14	0.084923305
3815	Phrf1	-0.37532246	0.050895245012716084	0.08072289	Rrn3	0.7048669	3.176638988242956e-15	0.19621879	Tbc1d15	-0.5400827	5.335528944226217e-14	0.1694725
3816	Ino80b	-0.2719827	0.05067045549122074	0.16746987	Wdr1	0.29504898	3.326144267539309e-15	0.79252326	Snx14	-0.8664748	4.897571599308043e-14	0.058735505
3817	Mapkap1	-0.26593933	0.05067045549122074	0.17710844	Prkaca	0.43216017	3.3951797347370243e-15	0.46396232	Nufip1	-0.69886637	4.854887219756716e-14	0.09801721
3818	Tank	-0.4054504	0.05062820630361525	0.0686747	Ncmap	0.5580182	3.3938190865570913e-15	0.33266032	Tnfrsf23	-0.5039263	4.6964148020784807e-14	0.1919192
3819	Chd2	-0.26305935	0.05031021036428228	0.17831326	Impdh2	0.33800682	3.4410237147705485e-15	0.6413975	E130012A19Rik	-1.0841085	4.610833976507909e-14	0.031799477
3820	Cir1	-0.23942606	0.05031021036428228	0.21566264	Map2k3	0.35775402	3.5150674851234557e-15	0.62836516	Cdk11b	-0.45148683	4.662906688445573e-14	0.24392068
3821	Dock7	-0.33734798	0.05009316046931704	0.10722891	Tgm1	0.6293183	3.4749971218800973e-15	0.25030592	Atxn7	-0.7757597	4.5800559536467634e-14	0.073699966
3822	Morc2a	-0.43090522	0.049938885396535966	0.060240965	Otud5	0.56155604	3.5406983662104317e-15	0.30885953	Pld2	-0.853892	4.5321597831881926e-14	0.056116723
